STUDY_ID,First_Author,Data_file_name,G_match_E,natural_env_type,GxE_sig,phylum_division,genus,species,gen_number,gen_number_knownenvs,phenotype,phenotype_unit,life_stage,exp_env_type,experimental_comparison,Experimental_environment,experimental_env_unit,natural_env,natural_env_unit,Study_ID_phenotype,Raw_data_available,Proportion,Mention CGV,Data_source,figure_Number,table_Number,Comments,Checked?
4494,Link,4494_Link_percent_cover,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,percent_cover,proportion,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_percent_cover,raw data,no,no,Table,,studyID_1857_Impatients_glandulifera_TRY_Data_Contribution_2013_03_21 (excel file),,
4494,Link,4494_Link_culm_density,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,culm_density,per sq m,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_culm_density,,,,,,,,
4494,Link,4494_Link_max_leaf_length,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,max_leaf_length,cm,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_max_leaf_length,mean_SE,no,no,Figure,Fig 4 extracted with graphgrabber into studyID_4166_Fig4_graphgrabber (excel file),,,
4494,Link,4494_Link_shoot_biomass,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,shoot_biomass,g per sq m,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_shoot_biomass,mean_SE,no,no,Figure,Fig 4 extracted with graphgrabber into studyID_4166_Fig4_graphgrabber (excel file),,,
4494,Link,4494_Link_shoot_carbon_isotope_discrimination,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,shoot_carbon_isotope_discrimination,per mil,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_shoot_carbon_isotope_discrimination,mean_SE,no,no,Figure,Fig 4 extracted with graphgrabber into studyID_4166_Fig4_graphgrabber (excel file),,,
4494,Link,4494_Link_shoot_nitrogen,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,shoot_nitrogen,percentage,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_shoot_nitrogen,raw data,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4490_Fig5_graphgrabber (excel file),,"4490_is a weird one. that data are the number of emerging seedlings, extracted from a figure. So there is no SE or N, because it is not a mean, but it is taken from a figure, so not technically 'raw data'. I classified it as 'raw data'.",
4494,Link,4494_Link_soil_carbon,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,soil_carbon,percentage,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_soil_carbon,raw data,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4490_Fig5_graphgrabber (excel file),,4490_also it is not clear what the enviromental comparison is between the 3 sites used for the reciprocal transplant experiment; seems to be temperature so that is what I used.,
4494,Link,4494_Link_soil_nitrogen,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,soil_nitrogen,percentage,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_soil_nitrogen,mean_SE,no,no,Figure,Fig 3 extracted with graphgrabber into studyID_4491_Fig3_graphgrabber (excel file),,"4491_means are per plot; it its not clear what the environmental comparison is, it seems to be home vs away, the authors describe the vegetation and the type of soil in each site.",
4498,Riechert,4498_Riechert_survivorship,G_match_E_DataShown,categorical,TRUE,Arthropoda,Agelenopsis ,aperta,2,2,survivorship,count,ADULT,categorical,dry vs mesic,water availability,NA,water availability,NA,4498_survivorship,mean_SE,no,no,Figure,Fig 6 extracted with graphgrabber into studyID_4493_Fig6_graphgrabber (excel file),,,
4498,Riechert,4498_Riechert_body_mass,G_match_E_DataShown,categorical,TRUE,Arthropoda,Agelenopsis ,aperta,2,2,body_mass,mg,ADULT,categorical,dry vs mesic,water availability,NA,water availability,NA,4498_body_mass,mean_SE,no,no,Table,,Table2_main_text,4494_also has results from soil chemistry but I did not extract those,
4499,Qualls,4499_Qualls_successfull_offspring_92,G_match_E_DataShown,categorical,NA,Chordata,Lerista ,bougainvillii,4,2,successfull_offspring_92,per female,LARVAL,categorical,warm vs cool,temperature,NA,temperature,NA,4499_successfull_offspring,mean_SE,no,no,Table,,Table2_main_text - years combined,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,Nagy,4500_Nagy_seed_emergence_91,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Gilia ,capitata,4,2,seed_emergence_91,proportion,SEEDorEGG,categorical,broad vs moderate temperature amplitude,temperature,NA,temperature,NA,4500_seed_emergence,mean_SE,no,no,Table,,Table2_main_text,,
4500,Nagy,4500_Nagy_longest_leaf_92,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Gilia ,capitata,4,2,longest_leaf_92,mm,ADULT,categorical,broad vs moderate temperature amplitude,temperature,NA,temperature,NA,4500_longest_leaf,mean_SE,no,no,Table,,Table2_main_text - years combined,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,Nagy,4500_Nagy_flowering_plants_92,G_match_E_DataShown,categorical,NA,Tracheophyta,Gilia ,capitata,4,2,flowering_plants_92,proportion,ADULT,categorical,broad vs moderate temperature amplitude,temperature,NA,temperature,NA,4500_flowering_plants,mean_SE,yes,no,Table,,Table2_main_text- years combined,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,Nagy,4500_Nagy_inflorescence_92,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Gilia ,capitata,4,2,inflorescence_92,count,ADULT,categorical,broad vs moderate temperature amplitude,temperature,NA,temperature,NA,4500_inflorescence,mean_SE,no,no,Figure,Fig 2 extracted with graphgrabber into studyID_4498_Fig_graphgrabber (excel file) - years combined,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,Flegrova,4504_Flegrova_flowering_tillers_season1,G_match_E_DataShown,categorical,NA,Tracheophyta,Anthoxnnthum ,alpinum and odoratum,4,2,flowering_tillers_season1,count,ADULT,categorical,high vs low species richness,habitat,NA,habitat,NA,4504_flowering_tillers,mean_SE,no,no,Table,,Table1_main_text - seasons combined,,
4504,Flegrova,4504_Flegrova_flowering_to_total_tillers_season1,G_match_E_DataShown,categorical,NA,Tracheophyta,Anthoxnnthum ,alpinum and odoratum,2,2,flowering_to_total_tillers_season1,ratio unitless,ADULT,categorical,high vs low species richness,habitat,NA,habitat,NA,4504_flowering_to_total_tillers_season1,mean_SE,yes,no,Figure,Fig 2 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4504,Flegrova,4504_Flegrova_flowering_to_total_tillers_season2,G_match_E_DataShown,categorical,NA,Tracheophyta,Anthoxnnthum ,alpinum and odoratum,2,2,flowering_to_total_tillers_season2,ratio unitless,ADULT,categorical,high vs low species richness,habitat,NA,habitat,NA,4504_flowering_to_total_tillers_season2,mean_SE,yes,no,Figure,Fig 2 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_annual_change_tiller_density,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Carex ,aquatilis,5,3,annual_change_tiller_density,percentage,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_annual_change_tiller_density,mean_SE,no,no,Figure,Fig 3 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_July_August_tiller_density,G_match_E_DataShown,categorical,NA,Tracheophyta,Carex ,aquatilis,5,4,July_August_tiller_density,percentage,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_July_August_tiller_density,mean_SE,no,no,Figure,Fig 3 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_tillering_rate,G_match_E_DataShown,categorical,NA,Tracheophyta,Carex ,aquatilis,5,3,tillering_rate,daughter tillers per yr,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_tillering_rate,mean_SE,yes,no,Figure,Fig 4 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_flowering_tillers,G_match_E_DataShown,categorical,NA,Tracheophyta,Carex ,aquatilis,5,2,flowering_tillers,percentage,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_flowering_tillers,mean_SE,yes,no,Figure,Fig 4 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_tiller_height,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Carex ,aquatilis,5,3,tiller_height,mm,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_tiller_height,mean_SE,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_leaves,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Carex ,aquatilis,5,3,leaves,count per tiller,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_leaves,mean_SE,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4500_Fig_graphgrabber (excel file),,,
4509,Chapin,4509_Chapin_leaf_production,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Carex ,aquatilis,5,2,leaf_production,per tiller per yr,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_leaf_production,raw data,no,no,Table,,Table3_main_text,4504_two species instead of two genotypes of the same species are studied.,
4509,Chapin,4509_Chapin_leaf_turnover,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Carex ,aquatilis,5,2,leaf_turnover,yr,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_leaf_turnover,raw data,no,no,Table,,Table3_main_text,,
4509,Chapin,4509_Chapin_tiller_age,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Carex ,aquatilis,5,2,tiller_age,yr,ADULT,categorical,multiple,habitat,NA,habitat,NA,4509_tiller_age,raw data,no,no,Table,,Table3_main_text,,
4510,Berven,4510_Berven_body_size_2yr_male,G_match_E_DataShown,categorical,NA,Chordata,Rana,sylvatica,9,2,body_size_2yr_male,mm,ADULT,categorical,high vs low elevation,altitude,NA,altitude,NA,4510_body_size_2yr_male,raw data,no,no,Table,,Table3_main_text,,
4511,Clay,4511_Clay_seed_germination,G_match_E_DataShown,categorical,NA,Tracheophyta,Phoradendron ,tomentosum,3,3,seed_germination,percentage,SEEDorEGG,categorical,hackberry vs elm vs mesquite,host species,NA,host species,NA,4511_seed_germination,mean_SE,yes,no,Figure,Fig 1 extracted with graphgrabber into studyID_4509_Fig1_graphgrabber (excel file),,"4509_multiple environmental factors differ among the 5 locations, heat sum (sum of days when temp are above 0), soil organic content and available phosphorus are the most different among all sites.",
4511,Clay,4511_Clay_disk_formation_germinated,G_match_E_DataShown,categorical,NA,Tracheophyta,Phoradendron ,tomentosum,3,3,disk_formation_germinated,percentage,SEEDorEGG,categorical,hackberry vs elm vs mesquite,host species,NA,host species,NA,4511_disk_formation_germinated,mean_SE,yes,no,Figure,Fig 1 extracted with graphgrabber into studyID_4509_Fig1_graphgrabber (excel file),,4509_data missing in some locations so I paired up the locations depending on what data are available. That means the known_number_genotypes (and which genotypes were included) varies depending on the phenotype measured. Does GxE sig include all gardens?,
4511,Clay,4511_Clay_disk_formation_total,G_match_E_DataShown,categorical,NA,Tracheophyta,Phoradendron ,tomentosum,3,3,disk_formation_total,percentage,SEEDorEGG,categorical,hackberry vs elm vs mesquite,host species,NA,host species,NA,4511_disk_formation_total,mean_SE,no,no,Figure,Fig 1 extracted with graphgrabber into studyID_4509_Fig1_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,yes,no,Figure,Fig 1 extracted with graphgrabber into studyID_4509_Fig1_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,no,no,Figure,Fig 3 extracted with graphgrabber into studyID_4509_Fig3_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,no,no,Figure,Fig 3 extracted with graphgrabber into studyID_4509_Fig3_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4509_Fig5_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4509_Fig5_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_4509_Fig5_graphgrabber (excel file),,,
,,,,,,,,,,,,,,,,,,,,_,mean_SE,no,no,Table,,Table3_main_text,,
,,,,,,,,,,,,,,,,,,,,_,raw data,yes,no,Table,,Table1_main_text,"4511_the datasets extracted are percentages, so n=1, I classified as raw data; n reported is the total number of seeds, but I think it is irrelevant.",
,,,,,,,,,,,,,,,,,,,,_,raw data,yes,no,Table,,Table2_main_text,,
,,,,,,,,,,,,,,,,,,,,_,raw data,yes,no,Table,,Table3_main_text,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
,,,,,,,,,,,,,,,,,,,,_,,,,,,,,
